#{"t_start": 1765854108.765417, "env_id": "None"}
r,l,t
68.667516,241,1880.536294
129.074695,400,1884.384231
624.82143,300,1887.274459
42.428828,341,1890.585157
-34.816129,300,1893.4501
740.304682,400,1897.348541
-41.068415,341,1900.663455
-35.788581,341,1903.983469
99.614361,341,1907.288901
224.478879,1,1907.331734
-33.302771,341,1910.630311
254.11457,133,1911.964088
224.478884,1,1912.00155
397.528088,214,1914.05369
-1.94257,400,1917.909023
51.400949,238,1920.294905
296.420617,163,1921.821824
254.111512,133,1923.202107
254.130989,133,1924.462094
224.478908,1,1924.499293
106.898305,341,1927.787695
-17.799939,300,1930.714608
51.754427,341,1933.995044
-14.50907,300,1936.918032
1070.351658,300,1939.880067
218.080337,232,1942.253003
1058.745854,300,1945.119134
44.473934,341,1948.512558
-50.6652,178,1950.176279
254.130601,133,1951.468507
314.654126,172,1953.227781
50.990038,35,1953.58624
44.048861,341,1956.94547
-55.583533,341,1960.233219
-20.850885,400,1964.067811
254.11457,133,1965.319733
739.674761,400,1969.139902
443.872194,341,1972.504464
255.485244,341,1975.82553
-12.239879,300,1978.798102
611.446101,300,1981.700755
52.69069,341,1984.944627
38.348285,341,1988.222519
610.802713,300,1991.11403
153.048968,400,1994.951134
224.480228,1,1994.992561
-172.445577,400,1999.323111
-42.865001,19,1999.523132
-19.140601,400,2003.399271
224.481772,1,2003.440026
-176.819357,400,2007.257409
-19.140338,341,2010.573526
1046.323329,300,2013.428879
51.431098,189,2015.233421
284.223188,157,2016.772491
-12.190663,400,2020.623843
-105.290539,400,2024.420365
-47.161229,400,2028.255203
226.189656,1,2028.297177
740.636759,400,2032.216601
-16.680395,6,2032.304151
254.114695,133,2033.726016
63.412821,148,2035.099036
314.011269,400,2038.902132
77.858171,341,2042.171118
739.763447,400,2046.001211
-20.022437,341,2049.298831
-13.9953,3,2049.359931
-102.551481,259,2051.818325
233.043031,1,2051.860071
-12.614606,400,2055.774119
-16.390961,341,2059.091666
210.455361,111,2060.129397
726.003017,400,2064.025934
-21.910998,400,2067.820347
45.147727,180,2069.579529
-21.209557,300,2072.477594
30.723302,400,2076.470157
1056.920502,300,2079.399247
232.910043,1,2079.43702
246.449926,341,2082.759017
232.828801,1,2082.796918
263.799301,147,2084.201911
24.615607,341,2087.52013
313.40413,400,2091.25432
26.282386,23,2091.49595
68.566306,341,2094.803199
-18.577473,300,2097.671655
-29.258052,400,2101.486229
320.357418,400,2105.245105
302.865741,341,2108.495857
255.250553,143,2109.97383
-28.111302,39,2110.364451
-25.300195,12,2110.502926
-22.282528,300,2113.406622
6.451652,305,2116.355156
217.424988,341,2119.621737
63.907918,175,2121.243216
57.561569,137,2122.622216
295.854643,341,2125.882797
41.821875,341,2129.223414
-17.593752,300,2132.053075
143.568256,400,2135.891426
233.189163,1,2135.929011
-10.232218,300,2138.78148
233.175116,1,2138.823031
-0.940716,256,2141.210849
73.669447,133,2142.557263
367.598444,341,2145.837173
618.146872,300,2148.736728
465.82082,341,2152.054699
188.507038,300,2154.925228
455.668522,341,2158.192022
444.890267,341,2161.483062
213.735662,400,2165.278586
233.126067,1,2165.320837
-23.040312,300,2168.212083
238.297147,400,2172.120677
254.114567,133,2173.42744
230.813779,400,2177.196555
120.19931,275,2179.895017
4.136533,341,2183.212799
-4.494819,341,2186.477963
457.837019,341,2189.756532
-23.970674,300,2192.650197
233.275811,1,2192.693961
-11.117697,400,2196.509798
-26.028969,400,2200.329401
-20.31956,341,2203.597156
313.330254,400,2207.43967
301.75699,400,2211.280774
73.669932,133,2212.615356
233.250367,1,2212.653445
274.944641,400,2216.492444
254.114549,133,2217.786345
-15.891136,341,2221.091853
1045.74861,300,2223.961734
-46.385982,341,2227.218921
374.031069,201,2229.253476
-12.571268,300,2232.118
73.670794,133,2233.46376
-34.554698,400,2237.285589
175.109797,356,2240.790969
-23.16284,9,2240.905002
-14.846469,300,2243.765421
-31.826987,341,2247.105016
-24.124374,16,2247.284672
-28.994995,341,2250.662478
596.808357,300,2253.54529
73.668611,133,2254.901111
233.237591,1,2254.938991
420.930353,341,2258.227552
479.775615,341,2261.581572
-12.736144,300,2264.419271
-25.93817,341,2267.706806
10.934046,57,2268.289222
232.842767,1,2268.331871
620.802391,300,2271.239799
349.672773,341,2274.548219
8.157762,14,2274.706012
-7.322201,23,2274.949128
36.636903,166,2276.611326
172.896692,352,2280.002687
-26.239776,341,2283.286639
54.109399,131,2284.594994
73.67053,133,2285.920081
228.618918,1,2285.96241
361.608405,400,2289.777421
54.738657,132,2291.053393
